15.05377	1251.20609	1251.18291	317.673103	317.641197	
15.06386	1251.20776	1251.18291	317.67478	317.641197	
15.07399	1251.21006	1251.18291	317.677078	317.641197	
15.08412	1251.21298	1251.18291	317.679998	317.641197	
15.09424	1251.21651	1251.18291	317.683523	317.641197	
15.10444	1251.22069	1251.18291	317.687702	317.641197	
15.11458	1251.22546	1251.18291	317.692474	317.641197	
15.12473	1251.23085	1251.18291	317.697868	317.641197	
15.13488	1251.23687	1251.18291	317.703882	317.649924	
15.14517	1251.24378	1251.18291	317.710798	317.649924	
15.15523	1251.25079	1251.18291	317.717803	317.667377	
15.16544	1251.25872	1251.18291	317.725735	317.68483	
15.17548	1251.26711	1251.19163	317.734122	317.693557	
15.18563	1251.2762	1251.19163	317.74322	317.719737	
15.19576	1251.28591	1251.19163	317.752925	317.73719	
15.20601	1251.29635	1251.20036	317.76337	317.754644	
15.21615	1251.30731	1251.20909	317.77433	317.772097	
15.22627	1251.31885	1251.20909	317.785869	317.78955	
15.23648	1251.33113	1251.22654	317.798142	317.81573	
15.24656	1251.34385	1251.24399	317.810865	317.833183	
15.25669	1251.35726	1251.27017	317.824277	317.850637	
15.26687	1251.37135	1251.29635	317.838368	317.86809	
15.27698	1251.38596	1251.31381	317.852975	317.885543	
15.28712	1251.40122	1251.34871	317.868236	317.902997	
15.2973	1251.41718	1251.37489	317.884195	317.92045	
15.30748	1251.43376	1251.4098	317.900773	317.929177	
15.31964	1251.45452	1251.43598	317.921536	317.94663	
15.3277	1251.46857	1251.47089	317.935587	317.964083	
15.33788	1251.48701	1251.49707	317.954023	317.97281	
15.34797	1251.50587	1251.52325	317.97289	317.990263	
15.35812	1251.52547	1251.55815	317.99249	318.007716	
15.36828	1251.54572	1251.57561	318.012736	318.02517	
15.37841	1251.56653	1251.60179	318.033542	318.042623	
15.38861	1251.5881	1251.62797	318.055119	318.068803	
15.39873	1251.61012	1251.64542	318.077137	318.086256	
15.40889	1251.63285	1251.66287	318.099868	318.103709	
15.41906	1251.65622	1251.68033	318.123232	318.129889	
15.42927	1251.68031	1251.69778	318.147327	318.156069	
15.43937	1251.70473	1251.70651	318.171742	318.182249	
15.44954	1251.72995	1251.72396	318.19697	318.208429	
15.4597	1251.75579	1251.73269	318.222807	318.243336	
15.47904	1251.80773	1251.76759	318.274746	318.295696	
15.48359	1251.81984	1251.76759	318.286861	318.304422	
15.49371	1251.84763	1251.78505	318.314647	318.330602	
15.50403	1251.87662	1251.8025	318.343636	318.365509	
15.51405	1251.90534	1251.82868	318.372352	318.391689	
15.52419	1251.93503	1251.85486	318.402051	318.417869	
15.53434	1251.96537	1251.88104	318.432383	318.452775	
15.54449	1251.99632	1251.91595	318.463338	318.478955	
15.55464	1252.0279	1251.95958	318.494918	318.513862	
15.56475	1252.05998	1251.99449	318.526992	318.540042	
15.57498	1252.09306	1252.03812	318.560076	318.574948	
15.5851	1252.12639	1252.08175	318.593405	318.609855	
15.59527	1252.16049	1252.11666	318.627503	318.636035	
15.60558	1252.19575	1252.16902	318.662769	318.679668	
15.61553	1252.23029	1252.21265	318.697303	318.705848	
15.62566	1252.26614	1252.25629	318.733155	318.749481	
15.63581	1252.30267	1252.30864	318.769686	318.784388	
15.64659	1252.34219	1252.35228	318.809202	318.819294	
15.65636	1252.37851	1252.39591	318.845522	318.862928	
15.66648	1252.41681	1252.43954	318.883822	318.906561	
15.67666	1252.45592	1252.48318	318.922939	318.941468	
15.68676	1252.49532	1252.51808	318.962337	318.993827	
15.69689	1252.5355	1252.56172	319.002517	319.037461	
15.70714	1252.57675	1252.59662	319.043771	319.081094	
15.71721	1252.61791	1252.63153	319.084923	319.124727	
15.72736	1252.66003	1252.67516	319.127043	319.16836	
15.73755	1252.70288	1252.71007	319.169899	319.211994	
15.74769	1252.74616	1252.74498	319.213176	319.255627	
15.7579	1252.79038	1252.77988	319.257393	319.29926	
15.76798	1252.83465	1252.82352	319.30167	319.342893	
15.77812	1252.87982	1252.85842	319.346835	319.3778	
15.78827	1252.92561	1252.90206	319.392631	319.421433	
15.79842	1252.972	1252.93696	319.439017	319.465066	
15.80856	1253.019	1252.98932	319.48602	319.5087	
15.81874	1253.06681	1253.02423	319.533831	319.552333	
15.82894	1253.11534	1253.06786	319.582352	319.595966	
15.83906	1253.16411	1253.12022	319.631129	319.639599	
15.84918	1253.21346	1253.16386	319.680481	319.674506	
15.85934	1253.26366	1253.22494	319.730679	319.726866	
15.86952	1253.31457	1253.2773	319.781583	319.770499	
15.87967	1253.3659	1253.32966	319.832913	319.822859	
15.88981	1253.41787	1253.38202	319.884886	319.875219	
15.89995	1253.47042	1253.44311	319.937441	319.927579	
15.91017	1253.52398	1253.49547	319.991001	319.979938	
15.92835	1253.62178	1253.55656	320.088794	320.075932	
15.93293	1253.64635	1253.6351	320.113362	320.102111	
15.943	1253.70114	1253.68746	320.168157	320.163198	
15.95317	1253.75708	1253.75727	320.224093	320.224285	
15.96333	1253.81363	1253.80963	320.280643	320.285371	
15.97348	1253.87072	1253.87071	320.337733	320.346458	
15.98367	1253.92862	1253.9318	320.395632	320.407544	
15.99379	1253.98675	1253.99289	320.453762	320.468631	
16.00392	1254.0456	1254.05397	320.512613	320.529717	
16.01415	1254.10563	1254.11506	320.572645	320.59953	
16.02428	1254.16572	1254.17615	320.63274	320.669343	
16.03442	1254.22642	1254.23723	320.693439	320.73043	
16.04463	1254.28824	1254.29832	320.755252	320.791517	
16.05472	1254.34984	1254.35941	320.81686	320.86133	
16.06487	1254.4125	1254.42049	320.879515	320.922416	
