[0.0, 255]
[0.0, 255]
[0.0, 255]
[0.0, 255]
[0.0, 255]
[0.0, 255]
[1.0, 255]
[1.0, 255]
[1.0, 255]
[1.0, 255]
[1.0, 255]
[1.0, 255]
[1.0, 38]
[2.0, 38]
[2.0, 38]
[3.0, 38]
[3.0, 38]
[3.0, 59]
[4.0, 36]
[5.0, 36]
[5.0, 36]
[6.0, 36]
[6.0, 36]
[6.0, 59]
[8.0, 36]
[10.0, 36]
[12.0, 36]
[12.0, 42]
[14.0, 36]
[16.0, 36]
[16.0, 42]
[18.0, 35]
[19.0, 35]
[20.0, 42]
[21.0, 35]
[23.0, 35]
[25.0, 35]
[25.0, 35]
[26.0, 42]
[31.0, 255]
[31.0, 42]
[34.0, 255]
[37.0, 255]
[38.0, 20]
[40.0, 255]
[43.0, 255]
[44.0, 20]
[45.0, 255]
[48.0, 255]
[51.0, 20]
[53.0, 255]
[55.0, 255]
[56.0, 20]
[59.0, 255]
[61.0, 20]
[62.0, 255]
[66.0, 255]
[69.0, 255]
[69.0, 33]
[73.0, 255]
[75.0, 33]
[77.0, 255]
[81.0, 255]
[81.0, 33]
[84.0, 255]
[88.0, 33]
[89.0, 255]
[92.0, 255]
[92.0, 33]
[97.0, 255]
[100.0, 33]
[101.0, 255]
[106.0, 255]
[106.0, 33]
[110.0, 255]
[112.0, 33]
[114.0, 255]
[119.0, 255]
[119.0, 33]
[122.0, 33]
[124.0, 255]
[128.0, 255]
[131.0, 44]
[133.0, 255]
[136.0, 44]
[138.0, 255]
[142.0, 44]
[145.0, 63]
[148.0, 63]
[148.0, 63]
[148.0, 44]
[151.0, 44]
[159.0, 63]
[159.0, 26]
[165.0, 26]
[166.0, 60]
[169.0, 60]
[171.0, 26]
[175.0, 60]
[176.0, 26]
[180.0, 60]
[180.0, 26]
[185.0, 60]
[187.0, 19]
[193.0, 60]
[193.0, 19]
[197.0, 60]
[198.0, 19]
[203.0, 60]
[204.0, 19]
[207.0, 19]
[208.0, 60]
[214.0, 60]
[214.0, 19]
[219.0, 19]
[222.0, 60]
[224.0, 19]
[226.0, 60]
[229.0, 19]
[231.0, 60]
[232.0, 19]
[238.0, 60]
[238.0, 29]
[243.0, 29]
[244.0, 60]
[248.0, 29]
[252.0, 29]
[253.0, 61]
[255.0, 29]
[256.0, 61]
[261.0, 22]
[263.0, 61]
[265.0, 22]
[269.0, 61]
[270.0, 22]
[273.0, 22]
[276.0, 61]
[276.0, 22]
[282.0, 23]
[285.0, 42]
[286.0, 23]
[290.0, 42]
[290.0, 23]
[293.0, 23]
[295.0, 23]
[297.0, 42]
[297.0, 42]
[300.0, 22]
[304.0, 22]
[307.0, 22]
[309.0, 42]
[310.0, 22]
[312.0, 22]
[317.0, 22]
[319.0, 20]
[320.0, 22]
[322.0, 22]
[325.0, 22]
[327.0, 20]
[327.0, 22]
[331.0, 25]
[334.0, 20]
[334.0, 25]
[336.0, 25]
[339.0, 25]
[341.0, 25]
[342.0, 20]
[344.0, 21]
[346.0, 21]
[349.0, 21]
[351.0, 33]
[351.0, 21]
[353.0, 21]
[355.0, 20]
[356.0, 33]
[357.0, 20]
[358.0, 20]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 25]
[359.0, 26]
[359.0, 26]
[359.0, 26]
[359.0, 26]
[359.0, 26]
[359.0, 23]
[359.0, 23]
[359.0, 23]
[359.0, 23]
[359.0, 23]
[360.0, 25]
[360.0, 25]
[360.0, 25]
[360.0, 25]
[360.0, 25]
[360.0, 21]
[360.0, 21]
[360.0, 21]
[360.0, 21]
[360.0, 20]
