[0.0, 66]
[0.0, 66]
[0.0, 66]
[1.0, 68]
[1.0, 68]
[2.0, 68]
[2.0, 68]
[2.0, 68]
[2.0, 255]
[3.0, 255]
[3.0, 255]
[4.0, 255]
[5.0, 255]
[5.0, 255]
[6.0, 255]
[6.0, 255]
[6.0, 255]
[9.0, 255]
[10.0, 255]
[11.0, 255]
[11.0, 255]
[11.0, 255]
[13.0, 255]
[15.0, 255]
[15.0, 255]
[16.0, 255]
[19.0, 255]
[20.0, 255]
[22.0, 255]
[22.0, 255]
[23.0, 255]
[25.0, 255]
[26.0, 255]
[28.0, 255]
[31.0, 255]
[32.0, 255]
[32.0, 255]
[35.0, 255]
[35.0, 255]
[37.0, 255]
[39.0, 255]
[41.0, 255]
[42.0, 255]
[43.0, 255]
[45.0, 255]
[47.0, 20]
[48.0, 255]
[52.0, 255]
[52.0, 20]
[54.0, 255]
[57.0, 255]
[57.0, 20]
[60.0, 255]
[61.0, 20]
[65.0, 42]
[65.0, 42]
[68.0, 19]
[70.0, 42]
[74.0, 42]
[74.0, 19]
[79.0, 21]
[79.0, 19]
[81.0, 21]
[82.0, 19]
[84.0, 21]
[88.0, 21]
[89.0, 56]
[94.0, 21]
[94.0, 56]
[96.0, 21]
[99.0, 56]
[100.0, 21]
[103.0, 56]
[104.0, 21]
[109.0, 21]
[110.0, 20]
[112.0, 21]
[112.0, 21]
[115.0, 20]
[120.0, 20]
[121.0, 21]
[123.0, 20]
[127.0, 21]
[129.0, 41]
[130.0, 21]
[134.0, 21]
[134.0, 41]
[139.0, 21]
[139.0, 41]
[142.0, 41]
[144.0, 28]
[148.0, 28]
[149.0, 32]
[153.0, 28]
[153.0, 32]
[157.0, 28]
[157.0, 32]
[160.0, 32]
[164.0, 28]
[167.0, 28]
[167.0, 33]
[171.0, 33]
[172.0, 28]
[176.0, 33]
[177.0, 28]
[179.0, 33]
[184.0, 28]
[184.0, 33]
[188.0, 28]
[188.0, 33]
[192.0, 33]
[193.0, 28]
[195.0, 33]
[198.0, 28]
[201.0, 35]
[205.0, 35]
[206.0, 30]
[209.0, 30]
[210.0, 35]
[212.0, 35]
[215.0, 30]
[217.0, 52]
[220.0, 30]
[221.0, 52]
[225.0, 52]
[227.0, 52]
[228.0, 32]
[231.0, 32]
[232.0, 32]
[236.0, 32]
[237.0, 32]
[240.0, 32]
[242.0, 32]
[243.0, 32]
[247.0, 30]
[250.0, 255]
[251.0, 30]
[255.0, 30]
[256.0, 255]
[257.0, 30]
[261.0, 255]
[262.0, 31]
[265.0, 31]
[268.0, 255]
[269.0, 31]
[271.0, 31]
[275.0, 255]
[275.0, 255]
[278.0, 255]
[280.0, 255]
[281.0, 255]
[284.0, 255]
[286.0, 255]
[288.0, 255]
[291.0, 255]
[293.0, 255]
[294.0, 255]
[296.0, 255]
[299.0, 255]
[301.0, 255]
[302.0, 255]
[305.0, 255]
[306.0, 255]
[306.0, 255]
[310.0, 255]
[312.0, 255]
[313.0, 255]
[315.0, 255]
[316.0, 255]
[319.0, 255]
[320.0, 255]
[321.0, 255]
[324.0, 255]
[325.0, 255]
[327.0, 255]
[328.0, 255]
[330.0, 255]
[332.0, 255]
[332.0, 255]
[333.0, 255]
[337.0, 255]
[337.0, 255]
[338.0, 255]
[339.0, 255]
[340.0, 255]
[340.0, 255]
[342.0, 255]
[344.0, 255]
[345.0, 255]
[345.0, 255]
[346.0, 255]
[347.0, 255]
[348.0, 255]
[349.0, 255]
[350.0, 255]
[351.0, 255]
[352.0, 255]
[353.0, 255]
[354.0, 255]
[355.0, 255]
[355.0, 255]
[356.0, 58]
[356.0, 255]
[357.0, 255]
[357.0, 255]
[358.0, 255]
[358.0, 255]
[359.0, 255]
[359.0, 255]
[360.0, 43]
[360.0, 43]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
