[0.0, 20]
[0.0, 20]
[0.0, 62]
[1.0, 20]
[1.0, 20]
[1.0, 20]
[1.0, 20]
[1.0, 20]
[2.0, 20]
[2.0, 20]
[3.0, 20]
[3.0, 20]
[3.0, 20]
[3.0, 62]
[5.0, 19]
[6.0, 19]
[6.0, 19]
[7.0, 19]
[9.0, 19]
[10.0, 19]
[10.0, 61]
[11.0, 19]
[12.0, 19]
[14.0, 19]
[15.0, 19]
[17.0, 19]
[17.0, 61]
[17.0, 61]
[18.0, 19]
[19.0, 20]
[20.0, 20]
[20.0, 61]
[22.0, 20]
[23.0, 20]
[26.0, 20]
[26.0, 20]
[27.0, 255]
[27.0, 255]
[29.0, 20]
[31.0, 20]
[32.0, 255]
[34.0, 21]
[36.0, 21]
[36.0, 255]
[38.0, 21]
[41.0, 21]
[41.0, 255]
[44.0, 21]
[45.0, 21]
[48.0, 21]
[51.0, 21]
[55.0, 21]
[56.0, 21]
[56.0, 62]
[56.0, 62]
[59.0, 21]
[62.0, 21]
[62.0, 62]
[66.0, 21]
[68.0, 62]
[69.0, 21]
[72.0, 21]
[73.0, 62]
[76.0, 21]
[81.0, 27]
[81.0, 20]
[82.0, 27]
[86.0, 27]
[87.0, 20]
[90.0, 27]
[93.0, 20]
[95.0, 24]
[95.0, 24]
[97.0, 20]
[103.0, 24]
[105.0, 34]
[107.0, 24]
[111.0, 34]
[113.0, 37]
[116.0, 37]
[117.0, 34]
[121.0, 37]
[122.0, 34]
[126.0, 37]
[130.0, 20]
[131.0, 255]
[136.0, 255]
[136.0, 20]
[141.0, 255]
[141.0, 20]
[145.0, 255]
[146.0, 20]
[152.0, 255]
[153.0, 34]
[156.0, 255]
[159.0, 34]
[162.0, 255]
[165.0, 34]
[167.0, 255]
[169.0, 34]
[174.0, 255]
[176.0, 39]
[178.0, 255]
[181.0, 39]
[184.0, 255]
[187.0, 39]
[190.0, 255]
[191.0, 39]
[197.0, 255]
[198.0, 46]
[201.0, 255]
[203.0, 46]
[207.0, 255]
[209.0, 46]
[212.0, 46]
[214.0, 255]
[219.0, 20]
[221.0, 63]
[224.0, 20]
[226.0, 63]
[228.0, 20]
[232.0, 63]
[232.0, 20]
[238.0, 63]
[238.0, 19]
[242.0, 19]
[245.0, 61]
[248.0, 19]
[250.0, 61]
[250.0, 61]
[251.0, 19]
[257.0, 19]
[261.0, 19]
[263.0, 61]
[265.0, 19]
[268.0, 19]
[271.0, 61]
[273.0, 19]
[276.0, 61]
[277.0, 19]
[281.0, 61]
[281.0, 19]
[285.0, 19]
[288.0, 61]
[290.0, 20]
[293.0, 20]
[297.0, 62]
[297.0, 20]
[298.0, 20]
[302.0, 62]
[303.0, 20]
[306.0, 20]
[308.0, 62]
[310.0, 20]
[312.0, 20]
[316.0, 62]
[319.0, 19]
[319.0, 19]
[321.0, 19]
[324.0, 19]
[325.0, 49]
[326.0, 19]
[329.0, 49]
[333.0, 19]
[333.0, 19]
[335.0, 19]
[336.0, 49]
[337.0, 19]
[339.0, 19]
[342.0, 20]
[344.0, 49]
[347.0, 20]
[349.0, 20]
[351.0, 20]
[354.0, 49]
[355.0, 20]
[358.0, 49]
[358.0, 20]
[359.0, 20]
[360.0, 20]
