[0.0, 21]
[0.0, 21]
[0.0, 21]
[0.0, 22]
[0.0, 22]
[1.0, 22]
[1.0, 22]
[1.0, 22]
[2.0, 26]
[3.0, 26]
[3.0, 26]
[3.0, 29]
[4.0, 26]
[4.0, 26]
[6.0, 60]
[6.0, 60]
[7.0, 60]
[8.0, 60]
[8.0, 29]
[10.0, 255]
[10.0, 255]
[12.0, 255]
[13.0, 29]
[14.0, 255]
[15.0, 255]
[17.0, 255]
[18.0, 255]
[20.0, 255]
[20.0, 255]
[23.0, 62]
[24.0, 62]
[24.0, 255]
[26.0, 62]
[29.0, 62]
[29.0, 255]
[31.0, 47]
[31.0, 255]
[32.0, 47]
[35.0, 47]
[38.0, 47]
[39.0, 19]
[39.0, 19]
[42.0, 48]
[43.0, 19]
[44.0, 48]
[46.0, 48]
[46.0, 19]
[49.0, 48]
[53.0, 46]
[53.0, 20]
[55.0, 46]
[58.0, 46]
[59.0, 20]
[61.0, 46]
[64.0, 20]
[65.0, 46]
[67.0, 20]
[68.0, 46]
[70.0, 46]
[73.0, 46]
[74.0, 55]
[78.0, 46]
[79.0, 55]
[81.0, 46]
[83.0, 46]
[85.0, 55]
[87.0, 46]
[89.0, 55]
[92.0, 255]
[94.0, 255]
[96.0, 21]
[99.0, 255]
[101.0, 21]
[103.0, 255]
[106.0, 21]
[107.0, 255]
[110.0, 255]
[110.0, 21]
[115.0, 255]
[116.0, 53]
[119.0, 255]
[121.0, 53]
[125.0, 42]
[125.0, 53]
[129.0, 42]
[129.0, 53]
[132.0, 42]
[135.0, 34]
[137.0, 42]
[139.0, 34]
[144.0, 33]
[144.0, 34]
[146.0, 33]
[147.0, 34]
[151.0, 33]
[156.0, 33]
[158.0, 32]
[158.0, 32]
[162.0, 31]
[163.0, 32]
[166.0, 31]
[166.0, 32]
[170.0, 31]
[170.0, 31]
[172.0, 28]
[176.0, 28]
[180.0, 28]
[182.0, 32]
[183.0, 28]
[186.0, 32]
[189.0, 28]
[192.0, 32]
[192.0, 28]
[196.0, 32]
[197.0, 28]
[199.0, 28]
[203.0, 33]
[205.0, 27]
[206.0, 33]
[209.0, 27]
[212.0, 33]
[213.0, 27]
[216.0, 27]
[218.0, 33]
[221.0, 27]
[224.0, 27]
[225.0, 23]
[229.0, 23]
[229.0, 27]
[231.0, 27]
[234.0, 23]
[236.0, 27]
[239.0, 27]
[241.0, 23]
[242.0, 27]
[245.0, 27]
[248.0, 34]
[249.0, 28]
[253.0, 34]
[253.0, 28]
[256.0, 28]
[258.0, 34]
[259.0, 28]
[263.0, 30]
[265.0, 34]
[267.0, 30]
[270.0, 30]
[272.0, 30]
[273.0, 20]
[276.0, 70]
[278.0, 20]
[279.0, 70]
[284.0, 20]
[284.0, 70]
[284.0, 70]
[287.0, 255]
[291.0, 20]
[291.0, 255]
[293.0, 255]
[296.0, 255]
[298.0, 255]
[299.0, 255]
[302.0, 255]
[304.0, 255]
[306.0, 255]
[308.0, 255]
[310.0, 255]
[311.0, 62]
[313.0, 62]
[315.0, 62]
[317.0, 62]
[318.0, 255]
[320.0, 60]
[322.0, 60]
[323.0, 60]
[325.0, 255]
[325.0, 60]
[328.0, 255]
[330.0, 255]
[331.0, 255]
[332.0, 255]
[332.0, 255]
[335.0, 255]
[336.0, 255]
[337.0, 255]
[338.0, 255]
[339.0, 255]
[341.0, 255]
[342.0, 255]
[343.0, 255]
[344.0, 255]
[345.0, 255]
[345.0, 255]
[346.0, 255]
[348.0, 255]
[349.0, 255]
[350.0, 255]
[351.0, 255]
[351.0, 255]
[353.0, 255]
[353.0, 255]
[354.0, 255]
[354.0, 255]
[355.0, 19]
[355.0, 255]
[356.0, 255]
[356.0, 255]
[357.0, 255]
[358.0, 255]
[358.0, 255]
[358.0, 255]
[358.0, 255]
[358.0, 255]
[359.0, 255]
[359.0, 255]
[359.0, 255]
[359.0, 255]
[360.0, 19]
[360.0, 48]
[360.0, 48]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
[360.0, 255]
