[0.0, 255]
[0.0, 255]
[0.0, 255]
[0.0, 63]
[0.0, 63]
[1.0, 63]
[1.0, 63]
[1.0, 63]
[1.0, 62]
[1.0, 62]
[1.0, 62]
[2.0, 62]
[3.0, 62]
[4.0, 64]
[4.0, 24]
[5.0, 64]
[6.0, 64]
[6.0, 64]
[7.0, 64]
[9.0, 255]
[10.0, 255]
[11.0, 255]
[13.0, 255]
[15.0, 255]
[15.0, 255]
[15.0, 28]
[15.0, 28]
[19.0, 255]
[20.0, 255]
[20.0, 28]
[23.0, 63]
[24.0, 63]
[25.0, 28]
[26.0, 63]
[29.0, 63]
[31.0, 63]
[33.0, 28]
[34.0, 61]
[35.0, 255]
[36.0, 61]
[39.0, 61]
[42.0, 61]
[42.0, 255]
[42.0, 255]
[44.0, 61]
[46.0, 255]
[49.0, 60]
[49.0, 255]
[51.0, 60]
[54.0, 60]
[56.0, 19]
[57.0, 60]
[60.0, 60]
[64.0, 59]
[64.0, 59]
[68.0, 19]
[68.0, 19]
[70.0, 59]
[72.0, 19]
[74.0, 59]
[78.0, 73]
[79.0, 52]
[81.0, 52]
[84.0, 52]
[84.0, 73]
[89.0, 52]
[90.0, 73]
[93.0, 52]
[95.0, 73]
[98.0, 53]
[98.0, 73]
[101.0, 53]
[105.0, 53]
[105.0, 53]
[108.0, 53]
[110.0, 53]
[113.0, 53]
[115.0, 53]
[119.0, 30]
[120.0, 53]
[121.0, 30]
[123.0, 53]
[126.0, 30]
[131.0, 30]
[134.0, 53]
[134.0, 53]
[135.0, 30]
[139.0, 53]
[141.0, 29]
[144.0, 29]
[144.0, 53]
[147.0, 53]
[149.0, 29]
[153.0, 35]
[154.0, 29]
[158.0, 29]
[158.0, 35]
[162.0, 35]
[165.0, 27]
[167.0, 35]
[168.0, 27]
[170.0, 35]
[173.0, 27]
[176.0, 30]
[178.0, 27]
[180.0, 30]
[184.0, 25]
[185.0, 30]
[188.0, 25]
[189.0, 30]
[192.0, 30]
[194.0, 25]
[197.0, 29]
[199.0, 25]
[201.0, 29]
[204.0, 25]
[205.0, 29]
[210.0, 29]
[211.0, 21]
[213.0, 29]
[215.0, 21]
[218.0, 27]
[220.0, 21]
[222.0, 27]
[225.0, 27]
[226.0, 21]
[229.0, 27]
[231.0, 21]
[232.0, 27]
[237.0, 26]
[239.0, 21]
[241.0, 26]
[244.0, 21]
[244.0, 26]
[247.0, 26]
[249.0, 21]
[251.0, 26]
[254.0, 26]
[255.0, 21]
[258.0, 26]
[260.0, 21]
[262.0, 26]
[265.0, 26]
[268.0, 26]
[269.0, 22]
[272.0, 27]
[273.0, 22]
[276.0, 27]
[278.0, 27]
[279.0, 22]
[282.0, 27]
[284.0, 27]
[285.0, 22]
[287.0, 29]
[291.0, 29]
[292.0, 22]
[294.0, 29]
[296.0, 29]
[299.0, 29]
[300.0, 26]
[302.0, 52]
[304.0, 52]
[305.0, 26]
[307.0, 52]
[310.0, 52]
[311.0, 26]
[311.0, 52]
[315.0, 56]
[317.0, 56]
[318.0, 26]
[320.0, 56]
[322.0, 56]
[323.0, 56]
[324.0, 26]
[327.0, 255]
[329.0, 255]
[330.0, 255]
[332.0, 255]
[332.0, 255]
[335.0, 53]
[337.0, 53]
[338.0, 255]
[338.0, 53]
[340.0, 53]
[341.0, 53]
[343.0, 61]
[344.0, 61]
[345.0, 255]
[346.0, 61]
[347.0, 61]
[348.0, 61]
[350.0, 53]
[351.0, 53]
[352.0, 53]
[353.0, 255]
[353.0, 53]
[354.0, 53]
[356.0, 52]
[357.0, 52]
[358.0, 52]
[358.0, 52]
[358.0, 52]
[360.0, 64]
[360.0, 61]
[360.0, 61]
[360.0, 61]
[360.0, 61]
