1.467826	261.522564	261.520135	
1.477902	261.524468	261.520135	
1.488309	261.527099	261.520135	
1.498442	261.530297	261.520135	
1.508394	261.533966	261.528862	
1.518568	261.538377	261.528862	
1.528697	261.543381	261.537588	
1.546944	261.554842	261.537588	
1.551554	261.557676	261.546315	
1.561591	261.56461	261.555042	
1.571731	261.572241	261.563768	
1.581873	261.58049	261.572495	
1.592066	261.589403	261.589948	
1.602209	261.598888	261.598675	
1.612378	261.609021	261.607402	
1.622561	261.619205	261.624855	
1.632735	261.629381	261.633582	
1.642862	261.639505	261.651035	
1.652957	261.649599	261.659761	
1.663116	261.65976	261.677215	
1.673334	261.669977	261.685941	
1.683429	261.680071	261.694668	
1.693591	261.690232	261.694668	
1.70377	261.700411	261.703395	
1.713922	261.710566	261.712121	
1.724034	261.720678	261.712121	
1.734165	261.730808	261.720848	
1.744394	261.741038	261.720848	
1.754673	261.751315	261.720848	
1.764753	261.761396	261.729575	
1.77493	261.771575	261.729575	
1.785101	261.781744	261.729575	
1.795228	261.791872	261.729575	
1.805366	261.802006	261.738301	
1.815592	261.812232	261.747028	
1.825717	261.822361	261.755755	
1.835825	261.832468	261.764481	
1.846052	261.842695	261.773208	
1.856199	261.852842	261.790661	
1.866307	261.862949	261.799388	
1.876436	261.873079	261.816841	
1.886627	261.88327	261.825568	
1.896798	261.893439	261.834294	
1.906951	261.903595	261.851748	
1.917103	261.913745	261.869201	
1.927228	261.92387	261.886654	
1.937447	261.934092	261.904108	
1.947543	261.944185	261.921561	
1.957701	261.954345	261.939014	
1.967854	261.964498	261.947741	
1.977973	261.974616	261.965194	
1.98819	261.984834	261.982647	
1.99833	261.994971	261.991374	
2.008486	262.005126	262.008827	
2.018733	262.015373	262.017554	
2.028811	262.025453	262.026281	
2.038937	262.035579	262.043734	
2.049223	262.045865	262.043734	
2.059464	262.056111	262.052461	
2.069366	262.066008	262.061187	
2.07953	262.076176	262.061187	
2.091318	262.088217	262.061187	
2.100122	262.096766	262.069914	
2.110279	262.106921	262.069914	
2.120521	262.117166	262.07864	
2.130749	262.127393	262.07864	
2.140775	262.137417	262.07864	
2.150907	262.147551	262.096094	
2.161548	262.158195	262.096094	
2.171229	262.167872	262.113547	
2.181364	262.178006	262.113547	
2.191485	262.188129	262.131	
2.201636	262.198281	262.139727	
2.211911	262.208559	262.148454	
2.222039	262.218682	262.165907	
2.232179	262.228824	262.18336	
2.242337	262.238981	262.192087	
2.252432	262.249076	262.20954	
2.262661	262.259304	262.218267	
2.2728	262.269443	262.23572	
2.283037	262.279684	262.253173	
2.293156	262.289798	262.270627	
2.303336	262.299981	262.28808	
2.313537	262.310179	262.296807	
2.323661	262.320302	262.31426	
2.333813	262.330457	262.322987	
2.34401	262.340651	262.34044	
2.354139	262.35078	262.349167	
2.364264	262.360904	262.357893	
2.382433	262.379079	262.36662	
2.387007	262.383648	262.375346	
2.39715	262.393792	262.375346	
2.407307	262.40395	262.384073	
2.417495	262.414137	262.3928	
2.427577	262.42422	262.3928	
2.437714	262.434357	262.3928	
2.447919	262.444564	262.3928	
2.458078	262.454726	262.3928	
2.468194	262.46484	262.401526	
2.478331	262.47498	262.410253	
2.488449	262.485093	262.410253	
2.506625	262.503269	262.427706	
2.511093	262.507736	262.427706	
2.5213	262.517943	262.44516	
2.531407	262.528048	262.453886	
2.541552	262.538194	262.462613	
2.55171	262.548355	262.480066	
2.561851	262.558494	262.488793	
2.572032	262.568673	262.497519	
2.582402	262.579046	262.514973	
2.592321	262.588964	262.532426	
2.602492	262.599137	262.541153	
2.612636	262.609276	262.558606	
2.622739	262.619384	262.567333	
2.632934	262.629575	262.584786	
2.64306	262.639701	262.602239	
2.65323	262.649873	262.619693	
2.663362	262.660006	262.637146	
2.673572	262.670214	262.654599	
2.683692	262.680332	262.672052	
2.693879	262.690525	262.680779	
2.70404	262.700684	262.698232	
2.714187	262.710832	262.706959	
2.724299	262.72094	262.724412	
2.734435	262.731077	262.733139	
2.744619	262.741264	262.741866	
2.754795	262.751436	262.750592	
2.764952	262.761595	262.759319	
2.775101	262.771743	262.759319	
2.785324	262.781966	262.759319	
2.795443	262.792086	262.768046	
2.80557	262.802212	262.768046	
2.815756	262.812401	262.776772	
